Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Children,Age,Partner,Family_Size,Age_Category,MntTotal,Cluster
Post Graduated,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,2,59,Partner,4,Adult,68,1
Not Graduated,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,1,45,Partner,3,Adult,80,2
Post Graduated,66973.0,0,0,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,0,34,Partner,2,Adult,1282,2
Graduated,36640.0,1,0,99,15,6,8,7,4,25,1,2,1,2,5,0,0,0,0,0,1,0,1,123,Not Partner,2,Elderly,65,2
Graduated,38872.0,1,0,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,1,35,Partner,3,Adult,91,0
Graduated,51148.0,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,2,50,Partner,4,Adult,315,0
Graduated,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,2,46,Partner,4,Adult,31,0
Post Graduated,69661.0,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,0,43,Partner,2,Adult,834,3
Graduated,80067.0,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,0,69,Partner,2,Elderly,1600,0
Graduated,86718.0,0,0,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,0,69,Partner,2,Elderly,1270,1
Post Graduated,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,2,50,Not Partner,3,Adult,263,3
Graduated,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,1,71,Not Partner,2,Elderly,535,1
Graduated,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,0,55,Not Partner,1,Adult,1295,3
Graduated,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,1,45,Not Partner,2,Adult,1150,3
Post Graduated,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,0,46,Partner,2,Adult,1240,2
Post Graduated,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,2,58,Not Partner,3,Adult,38,0
Post Graduated,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,0,39,Not Partner,1,Adult,35,0
Graduated,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,1,35,Partner,3,Adult,53,2
Post Graduated,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,2,60,Not Partner,3,Adult,293,3
Graduated,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,1,57,Partner,3,Adult,65,1
Graduated,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,1,69,Not Partner,2,Elderly,1804,0
Graduated,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,1,67,Partner,3,Elderly,241,2
Graduated,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,0,69,Partner,2,Elderly,1101,3
Post Graduated,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,2,55,Partner,4,Adult,264,0
Post Graduated,46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,2,49,Partner,4,Adult,541,1
Graduated,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,0,38,Partner,2,Adult,1198,0
Graduated,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,1,46,Partner,3,Adult,482,1
Graduated,52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,3,45,Not Partner,4,Adult,17,1
Post Graduated,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,0,75,Partner,2,Elderly,1615,2
Post Graduated,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,1,69,Not Partner,2,Elderly,285,0
Graduated,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,1,43,Partner,3,Adult,1135,3
Graduated,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,1,35,Partner,3,Adult,114,2
Graduated,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,0,54,Partner,2,Adult,1047,0
Post Graduated,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,2,53,Partner,4,Adult,714,0
Post Graduated,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,1,43,Partner,3,Adult,185,1
Graduated,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,1,61,Not Partner,2,Elderly,1245,0
Graduated,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,1,45,Partner,3,Adult,189,0
Graduated,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,1,47,Partner,3,Adult,576,1
Graduated,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,1,71,Not Partner,2,Elderly,1103,0
Post Graduated,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,0,51,Partner,2,Adult,1753,3
Post Graduated,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,1,37,Partner,3,Adult,17,2
Graduated,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,2,57,Not Partner,3,Adult,433,1
Graduated,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,1,61,Not Partner,2,Elderly,1588,0
Graduated,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,1,52,Partner,3,Adult,22,2
Graduated,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,0,72,Not Partner,1,Elderly,19,1
Post Graduated,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,1,58,Partner,3,Adult,1117,3
Graduated,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,1,48,Partner,3,Adult,69,2
Post Graduated,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,1,41,Partner,3,Adult,23,1
Post Graduated,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,1,65,Not Partner,2,Elderly,605,2
Graduated,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,1,50,Not Partner,2,Adult,57,1
Graduated,60182.0,0,1,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,1,130,Not Partner,2,Elderly,22,0
Graduated,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,0,55,Not Partner,1,Adult,2088,0
Graduated,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,1,65,Partner,3,Elderly,1009,2
Graduated,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,1,52,Not Partner,2,Adult,26,1
Graduated,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,0,33,Partner,2,Adult,1627,1
Graduated,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,1,65,Partner,3,Elderly,1102,0
Post Graduated,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,2,59,Partner,4,Adult,17,1
Graduated,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,1,51,Partner,3,Adult,1690,0
Graduated,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,1,70,Partner,3,Elderly,1390,0
Post Graduated,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,0,35,Partner,2,Adult,2126,3
Post Graduated,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,1,54,Partner,3,Adult,1531,0
Post Graduated,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,1,48,Not Partner,2,Adult,64,1
Graduated,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,1,38,Not Partner,2,Adult,26,0
Graduated,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,0,49,Not Partner,1,Adult,1112,0
Graduated,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,0,65,Partner,2,Elderly,210,3
Graduated,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,2,56,Partner,4,Adult,1148,3
Post Graduated,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,1,49,Not Partner,2,Adult,33,2
Post Graduated,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,1,62,Partner,3,Elderly,1101,3
Graduated,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,1,59,Not Partner,2,Adult,322,2
Graduated,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,2,59,Not Partner,3,Adult,44,0
Post Graduated,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,3,66,Not Partner,4,Elderly,17,2
Graduated,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,1,44,Not Partner,2,Adult,31,0
Post Graduated,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,2,55,Not Partner,3,Adult,845,3
Post Graduated,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,1,53,Partner,3,Adult,275,3
Post Graduated,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,1,45,Partner,3,Adult,25,0
Post Graduated,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,2,71,Partner,4,Elderly,275,1
Post Graduated,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,2,57,Partner,4,Adult,90,2
Graduated,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,0,60,Partner,2,Adult,1495,2
Post Graduated,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,2,53,Partner,4,Adult,184,2
Graduated,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,0,53,Partner,2,Adult,981,1
Graduated,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,1,53,Partner,3,Adult,67,0
Graduated,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,0,70,Not Partner,1,Elderly,1635,1
Post Graduated,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,1,40,Not Partner,2,Adult,60,1
Post Graduated,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,1,48,Partner,3,Adult,231,1
Graduated,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,2,63,Partner,4,Elderly,48,3
Graduated,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,2,60,Not Partner,3,Adult,99,0
Post Graduated,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,1,60,Partner,3,Adult,770,2
Graduated,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,0,67,Not Partner,1,Elderly,957,1
Post Graduated,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,0,42,Partner,2,Adult,818,2
Post Graduated,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,0,37,Not Partner,1,Adult,925,1
Post Graduated,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,1,55,Not Partner,2,Adult,908,0
Not Graduated,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,1,42,Partner,3,Adult,102,0
Graduated,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,1,47,Partner,3,Adult,576,2
Graduated,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,0,77,Partner,2,Elderly,317,0
Post Graduated,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,1,49,Partner,3,Adult,461,0
Post Graduated,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,2,48,Partner,4,Adult,37,1
Graduated,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,1,49,Partner,3,Adult,70,0
Graduated,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,0,71,Partner,2,Elderly,930,0
Post Graduated,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,2,67,Partner,4,Elderly,859,2
Graduated,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,0,57,Not Partner,1,Adult,1478,1
Post Graduated,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,0,74,Not Partner,1,Elderly,390,3
Graduated,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,0,39,Partner,2,Adult,52,1
Graduated,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,1,54,Partner,3,Adult,137,0
Graduated,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,0,43,Partner,2,Adult,1919,0
Graduated,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,2,52,Partner,4,Adult,68,0
Graduated,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,2,58,Partner,4,Adult,25,2
Post Graduated,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,1,71,Partner,3,Elderly,1374,0
Graduated,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,1,35,Not Partner,2,Adult,32,2
Post Graduated,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,1,37,Partner,3,Adult,100,1
Graduated,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,0,41,Not Partner,1,Adult,825,0
Post Graduated,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,1,58,Not Partner,2,Adult,916,0
Graduated,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,2,65,Not Partner,3,Elderly,62,3
Graduated,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,1,67,Partner,3,Elderly,728,2
Post Graduated,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,1,45,Partner,3,Adult,90,3
Graduated,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,1,35,Not Partner,2,Adult,273,3
Graduated,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,1,39,Partner,3,Adult,66,0
Post Graduated,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,0,62,Partner,2,Elderly,1213,0
Graduated,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,0,57,Not Partner,1,Adult,107,3
Graduated,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,0,76,Not Partner,1,Elderly,1157,1
Post Graduated,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,1,59,Partner,3,Adult,546,0
Post Graduated,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,0,31,Partner,2,Adult,241,0
Graduated,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,1,47,Not Partner,2,Adult,53,1
Graduated,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,3,56,Partner,5,Adult,37,1
Graduated,,0,0,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0,0,34,Partner,2,Adult,1611,1
Post Graduated,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,0,47,Not Partner,1,Adult,1508,0
Graduated,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,2,57,Partner,4,Adult,235,0
Post Graduated,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,2,67,Partner,4,Elderly,32,3
Graduated,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,2,51,Partner,4,Adult,102,0
Graduated,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,1,38,Not Partner,2,Adult,401,0
Graduated,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,2,72,Partner,4,Elderly,28,0
Graduated,,1,2,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,3,53,Not Partner,4,Adult,1052,1
Graduated,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,1,52,Partner,3,Adult,680,0
Graduated,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,1,49,Partner,3,Adult,30,0
Post Graduated,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,2,58,Not Partner,3,Adult,20,1
Post Graduated,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,1,62,Not Partner,2,Elderly,1307,2
Graduated,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,1,70,Not Partner,2,Elderly,630,0
Graduated,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,0,66,Partner,2,Elderly,1283,2
Post Graduated,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,1,47,Not Partner,2,Adult,65,2
Graduated,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,1,39,Partner,3,Adult,37,2
Post Graduated,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,3,73,Partner,5,Elderly,38,0
Post Graduated,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,1,37,Not Partner,2,Adult,160,1
Graduated,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,1,40,Not Partner,2,Adult,23,1
Post Graduated,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,0,34,Not Partner,1,Adult,71,0
Post Graduated,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,1,67,Partner,3,Elderly,1161,2
Post Graduated,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,1,52,Partner,3,Adult,59,0
Graduated,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,1,40,Partner,3,Adult,33,2
Graduated,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,2,63,Not Partner,3,Elderly,946,0
Graduated,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,0,55,Not Partner,1,Adult,1442,0
Graduated,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,1,51,Partner,3,Adult,62,1
Graduated,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,0,58,Partner,2,Adult,1674,2
Post Graduated,83532.0,0,0,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0,0,124,Partner,2,Elderly,1853,2
Graduated,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,0,35,Not Partner,1,Adult,1538,2
Graduated,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,0,37,Not Partner,1,Adult,139,1
Post Graduated,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,1,54,Partner,3,Adult,1182,0
Post Graduated,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,1,73,Partner,3,Elderly,507,3
Not Graduated,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,1,50,Partner,3,Adult,18,2
Graduated,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,0,71,Not Partner,1,Elderly,940,1
Graduated,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,2,58,Partner,4,Adult,42,3
Graduated,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,0,53,Not Partner,1,Adult,1190,2
Graduated,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,2,52,Not Partner,3,Adult,44,1
Post Graduated,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,1,47,Partner,3,Adult,16,0
Graduated,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,1,66,Partner,3,Elderly,835,0
Graduated,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,1,37,Partner,3,Adult,1443,3
Post Graduated,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,0,57,Not Partner,1,Adult,1029,1
Graduated,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,0,49,Partner,2,Adult,1188,2
Post Graduated,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,1,47,Not Partner,2,Adult,1277,0
Graduated,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,2,45,Not Partner,3,Adult,49,2
Graduated,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,1,68,Partner,3,Elderly,99,1
Post Graduated,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,0,54,Partner,2,Adult,1670,0
Post Graduated,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,0,80,Partner,2,Elderly,900,3
Post Graduated,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,2,75,Partner,4,Elderly,425,0
Graduated,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,0,66,Partner,2,Elderly,2153,1
Post Graduated,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,1,54,Not Partner,2,Adult,636,0
Graduated,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,2,45,Partner,4,Adult,57,0
Post Graduated,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,1,45,Partner,3,Adult,25,0
Graduated,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,2,56,Partner,4,Adult,494,0
Graduated,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,1,54,Not Partner,2,Adult,693,1
Graduated,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,0,63,Partner,2,Elderly,1348,0
Graduated,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,1,47,Not Partner,2,Adult,51,0
Graduated,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,0,61,Partner,2,Elderly,1932,0
Post Graduated,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,1,48,Not Partner,2,Adult,990,1
Graduated,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,1,39,Partner,3,Adult,30,3
Graduated,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,2,48,Partner,4,Adult,254,0
Post Graduated,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,1,53,Not Partner,2,Adult,29,0
Graduated,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,1,57,Not Partner,2,Adult,1371,1
Post Graduated,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,2,51,Not Partner,3,Adult,73,1
Post Graduated,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,2,48,Not Partner,3,Adult,120,3
Graduated,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,0,53,Not Partner,1,Adult,81,1
Graduated,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,1,34,Not Partner,2,Adult,37,2
Post Graduated,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,1,62,Partner,3,Elderly,1377,0
Graduated,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,1,54,Not Partner,2,Adult,51,2
